
   INFO  Server running on [http://0.0.0.0:8081].  

  Press Ctrl+C to stop the server
  2026-06-20 01:36:48 /api/v1/node/nodes/heartbeat ................. ~ 0.19ms
  2026-06-20 01:36:48 /api/v1/node/resolver/config ................. ~ 0.01ms
  2026-06-20 01:36:54 /api/v1/internal/geodns/health-view .......... ~ 0.93ms
  2026-06-20 01:37:09 /api/v1/internal/geodns/health-view .......... ~ 0.34ms
  2026-06-20 01:37:18 /api/v1/node/resolver/config ................. ~ 0.18ms
  2026-06-20 01:37:18 /api/v1/node/nodes/heartbeat ............... ~ 504.06ms
  2026-06-20 01:37:24 /api/v1/internal/geodns/health-view .......... ~ 0.15ms
  2026-06-20 01:37:39 /api/v1/internal/geodns/health-view .......... ~ 0.81ms
  2026-06-20 01:37:48 /api/v1/node/nodes/heartbeat ............... ~ 505.96ms
  2026-06-20 01:37:48 /api/v1/node/resolver/config ............... ~ 506.94ms
  2026-06-20 01:37:54 /api/v1/internal/geodns/health-view .......... ~ 0.37ms
  2026-06-20 01:38:09 /api/v1/internal/geodns/health-view .......... ~ 0.20ms
  2026-06-20 01:38:18 /api/v1/node/nodes/heartbeat ................. ~ 0.60ms
  2026-06-20 01:38:18 /api/v1/node/resolver/config ................. ~ 0.85ms
  2026-06-20 01:38:24 /api/v1/internal/geodns/health-view .......... ~ 0.13ms
  2026-06-20 01:38:39 /api/v1/internal/geodns/health-view .......... ~ 0.41ms
  2026-06-20 01:38:48 /api/v1/node/nodes/heartbeat ................. ~ 0.49ms
  2026-06-20 01:39:09 /api/v1/internal/geodns/health-view ........ ~ 512.99ms
  2026-06-20 01:39:18 /api/v1/node/nodes/heartbeat ................. ~ 0.15ms
  2026-06-20 01:39:18 /api/v1/node/resolver/config ................. ~ 0.39ms
  2026-06-20 01:39:24 /api/v1/internal/geodns/health-view .......... ~ 0.45ms
  2026-06-20 01:39:39 /api/v1/internal/geodns/health-view .......... ~ 0.42ms
  2026-06-20 01:39:48 /api/v1/node/resolver/config ................. ~ 0.68ms
  2026-06-20 01:39:48 /api/v1/node/nodes/heartbeat ................. ~ 0.90ms
  2026-06-20 01:39:54 /api/v1/internal/geodns/health-view .......... ~ 0.10ms
  2026-06-20 01:40:09 /api/v1/internal/geodns/health-view .......... ~ 0.84ms
  2026-06-20 01:40:18 /api/v1/node/resolver/config ................. ~ 0.18ms
  2026-06-20 01:40:18 /api/v1/node/nodes/heartbeat ............... ~ 503.44ms
  2026-06-20 01:40:24 /api/v1/internal/geodns/health-view .......... ~ 0.20ms
  2026-06-20 01:40:39 /api/v1/internal/geodns/health-view .......... ~ 0.95ms
  2026-06-20 01:40:48 /api/v1/node/nodes/heartbeat ................. ~ 0.18ms
  2026-06-20 01:40:48 /api/v1/node/resolver/config ................. ~ 0.03ms
  2026-06-20 01:40:54 /api/v1/internal/geodns/health-view .......... ~ 0.24ms
  2026-06-20 01:41:09 /api/v1/internal/geodns/health-view .......... ~ 0.22ms
  2026-06-20 01:41:18 /api/v1/node/resolver/config ................. ~ 0.38ms
  2026-06-20 01:41:18 /api/v1/node/nodes/heartbeat ................. ~ 0.62ms
  2026-06-20 01:41:24 /api/v1/internal/geodns/health-view .......... ~ 0.26ms
  2026-06-20 01:41:39 /api/v1/internal/geodns/health-view ........ ~ 510.88ms
  2026-06-20 01:41:48 /api/v1/node/resolver/config ................. ~ 0.21ms
  2026-06-20 01:41:48 /api/v1/node/nodes/heartbeat ................. ~ 0.32ms
  2026-06-20 01:41:54 /api/v1/internal/geodns/health-view .......... ~ 0.10ms
  2026-06-20 01:42:09 /api/v1/internal/geodns/health-view .......... ~ 1.08ms
  2026-06-20 01:42:18 /api/v1/node/resolver/config ................. ~ 0.18ms
  2026-06-20 01:42:18 /api/v1/node/nodes/heartbeat ................. ~ 0.28ms
  2026-06-20 01:42:24 /api/v1/internal/geodns/health-view .......... ~ 0.04ms
  2026-06-20 01:42:39 /api/v1/internal/geodns/health-view .......... ~ 0.88ms
  2026-06-20 01:42:48 /api/v1/node/resolver/config ................. ~ 0.05ms
  2026-06-20 01:42:48 /api/v1/node/nodes/heartbeat ................. ~ 0.13ms
  2026-06-20 01:42:54 /api/v1/internal/geodns/health-view .......... ~ 0.18ms
  2026-06-20 01:43:09 /api/v1/internal/geodns/health-view .......... ~ 0.28ms
  2026-06-20 01:43:18 /api/v1/node/resolver/config ............... ~ 510.48ms
  2026-06-20 01:43:18 /api/v1/node/nodes/heartbeat ............... ~ 510.98ms
  2026-06-20 01:43:24 /api/v1/internal/geodns/health-view .......... ~ 0.17ms
  2026-06-20 01:43:39 /api/v1/internal/geodns/health-view .......... ~ 0.39ms
  2026-06-20 01:43:48 /api/v1/node/resolver/config ................. ~ 0.94ms
  2026-06-20 01:43:48 /api/v1/node/nodes/heartbeat ................. ~ 1.52ms
  2026-06-20 01:43:54 /api/v1/internal/geodns/health-view .......... ~ 0.17ms
  2026-06-20 01:44:09 /api/v1/internal/geodns/health-view ........ ~ 504.87ms
  2026-06-20 01:44:18 /api/v1/node/nodes/heartbeat ................. ~ 0.11ms
  2026-06-20 01:44:18 /api/v1/node/resolver/config ................. ~ 0.30ms
  2026-06-20 01:44:24 /api/v1/internal/geodns/health-view .......... ~ 0.09ms
  2026-06-20 01:44:39 /api/v1/internal/geodns/health-view ........ ~ 510.26ms
  2026-06-20 01:44:48 /api/v1/node/resolver/config ................. ~ 0.34ms
  2026-06-20 01:44:48 /api/v1/node/nodes/heartbeat ................. ~ 0.61ms
  2026-06-20 01:44:54 /api/v1/internal/geodns/health-view .......... ~ 0.10ms
  2026-06-20 01:45:09 /api/v1/internal/geodns/health-view .......... ~ 0.49ms
  2026-06-20 01:45:18 /api/v1/node/resolver/config ................. ~ 0.23ms
  2026-06-20 01:45:18 /api/v1/node/nodes/heartbeat ................. ~ 0.32ms
  2026-06-20 01:45:24 /api/v1/internal/geodns/health-view .......... ~ 0.29ms
  2026-06-20 01:45:39 /api/v1/internal/geodns/health-view .......... ~ 1.13ms
  2026-06-20 01:45:48 /api/v1/node/resolver/config ............... ~ 500.61ms
  2026-06-20 01:45:48 /api/v1/node/nodes/heartbeat ............... ~ 500.91ms
  2026-06-20 01:45:54 /api/v1/internal/geodns/health-view .......... ~ 0.04ms
  2026-06-20 01:46:09 /api/v1/internal/geodns/health-view .......... ~ 0.20ms
  2026-06-20 01:46:18 /api/v1/node/resolver/config ............... ~ 511.12ms
  2026-06-20 01:46:18 /api/v1/node/nodes/heartbeat ............... ~ 511.42ms
  2026-06-20 01:46:24 /api/v1/internal/geodns/health-view .......... ~ 0.09ms
  2026-06-20 01:46:39 /api/v1/internal/geodns/health-view .......... ~ 0.20ms
  2026-06-20 01:46:48 /api/v1/node/nodes/heartbeat ................. ~ 0.90ms
  2026-06-20 01:46:48 /api/v1/node/resolver/config ................. ~ 1.18ms
  2026-06-20 01:46:54 /api/v1/internal/geodns/health-view .......... ~ 0.22ms
  2026-06-20 01:47:09 /api/v1/internal/geodns/health-view ........ ~ 501.15ms
  2026-06-20 01:47:18 /api/v1/node/resolver/config ................. ~ 0.29ms
  2026-06-20 01:47:18 /api/v1/node/nodes/heartbeat ................. ~ 0.41ms
  2026-06-20 01:47:24 /api/v1/internal/geodns/health-view .......... ~ 0.30ms
  2026-06-20 01:47:39 /api/v1/internal/geodns/health-view .......... ~ 0.42ms
  2026-06-20 01:47:48 /api/v1/node/resolver/config ................. ~ 0.26ms
  2026-06-20 01:47:48 /api/v1/node/nodes/heartbeat ................. ~ 0.35ms
  2026-06-20 01:47:54 /api/v1/internal/geodns/health-view .......... ~ 0.43ms
  2026-06-20 01:48:09 /api/v1/internal/geodns/health-view .......... ~ 0.32ms
  2026-06-20 01:48:18 /api/v1/node/nodes/heartbeat ................. ~ 0.21ms
  2026-06-20 01:48:18 /api/v1/node/resolver/config ................. ~ 0.30ms
  2026-06-20 01:48:24 /api/v1/internal/geodns/health-view .......... ~ 0.26ms
  2026-06-20 01:48:39 /api/v1/internal/geodns/health-view .......... ~ 0.95ms
  2026-06-20 01:48:48 /api/v1/node/resolver/config ............... ~ 510.72ms
  2026-06-20 01:48:48 /api/v1/node/nodes/heartbeat ............... ~ 510.96ms
  2026-06-20 01:48:54 /api/v1/internal/geodns/health-view ........ ~ 502.29ms
  2026-06-20 01:49:09 /api/v1/internal/geodns/health-view .......... ~ 0.80ms
  2026-06-20 01:49:18 /api/v1/node/resolver/config ................. ~ 0.12ms
  2026-06-20 01:49:18 /api/v1/node/nodes/heartbeat ................. ~ 0.38ms
  2026-06-20 01:49:24 /api/v1/internal/geodns/health-view .......... ~ 0.12ms
  2026-06-20 01:49:39 /api/v1/internal/geodns/health-view ........ ~ 501.03ms
  2026-06-20 01:49:48 /api/v1/node/nodes/heartbeat ................. ~ 0.78ms
  2026-06-20 01:49:48 /api/v1/node/resolver/config ................. ~ 0.03ms
  2026-06-20 01:49:54 /api/v1/internal/geodns/health-view .......... ~ 0.40ms
  2026-06-20 01:50:09 /api/v1/internal/geodns/health-view .......... ~ 0.37ms
  2026-06-20 01:50:18 /api/v1/node/resolver/config ................. ~ 0.72ms
  2026-06-20 01:50:18 /api/v1/node/nodes/heartbeat ................. ~ 0.82ms
  2026-06-20 01:50:24 /api/v1/internal/geodns/health-view .......... ~ 0.38ms
  2026-06-20 01:50:39 /api/v1/internal/geodns/health-view .......... ~ 0.37ms
  2026-06-20 01:50:48 /api/v1/node/resolver/config ................. ~ 0.05ms
  2026-06-20 01:50:48 /api/v1/node/nodes/heartbeat ................. ~ 0.16ms
  2026-06-20 01:50:54 /api/v1/internal/geodns/health-view .......... ~ 0.26ms
  2026-06-20 01:51:09 /api/v1/internal/geodns/health-view .......... ~ 0.30ms
  2026-06-20 01:51:18 /api/v1/node/nodes/heartbeat ............... ~ 501.44ms
  2026-06-20 01:51:18 /api/v1/node/resolver/config ............... ~ 501.65ms
  2026-06-20 01:51:24 /api/v1/internal/geodns/health-view ........ ~ 500.79ms
  2026-06-20 01:51:39 /api/v1/internal/geodns/health-view .......... ~ 0.71ms
  2026-06-20 01:51:48 /api/v1/node/resolver/config ................. ~ 0.27ms
  2026-06-20 01:51:48 /api/v1/node/nodes/heartbeat ................. ~ 0.76ms
  2026-06-20 01:51:54 /api/v1/internal/geodns/health-view .......... ~ 0.46ms
  2026-06-20 01:52:09 /api/v1/internal/geodns/health-view ........ ~ 510.96ms
  2026-06-20 01:52:18 /api/v1/node/nodes/heartbeat ................. ~ 1.12ms
  2026-06-20 01:52:18 /api/v1/node/resolver/config ................. ~ 1.32ms
  2026-06-20 01:52:24 /api/v1/internal/geodns/health-view .......... ~ 0.12ms
  2026-06-20 01:52:39 /api/v1/internal/geodns/health-view ........ ~ 510.78ms
  2026-06-20 01:52:48 /api/v1/node/resolver/config ................. ~ 0.23ms
  2026-06-20 01:52:48 /api/v1/node/nodes/heartbeat ................. ~ 0.35ms
  2026-06-20 01:52:54 /api/v1/internal/geodns/health-view .......... ~ 0.05ms
  2026-06-20 01:53:09 /api/v1/internal/geodns/health-view .......... ~ 0.31ms
  2026-06-20 01:53:18 /api/v1/node/resolver/config ................. ~ 0.22ms
  2026-06-20 01:53:18 /api/v1/node/nodes/heartbeat ................. ~ 0.32ms
  2026-06-20 01:53:24 /api/v1/internal/geodns/health-view .......... ~ 0.05ms
  2026-06-20 01:53:39 /api/v1/internal/geodns/health-view .......... ~ 0.90ms
  2026-06-20 01:53:48 /api/v1/node/resolver/config ................. ~ 0.19ms
  2026-06-20 01:53:48 /api/v1/node/nodes/heartbeat ................. ~ 0.31ms
  2026-06-20 01:53:54 /api/v1/internal/geodns/health-view .......... ~ 0.04ms
  2026-06-20 01:54:09 /api/v1/internal/geodns/health-view ........ ~ 505.54ms
  2026-06-20 01:54:18 /api/v1/node/resolver/config ............... ~ 500.70ms
  2026-06-20 01:54:18 /api/v1/node/nodes/heartbeat ............... ~ 500.96ms
  2026-06-20 01:54:24 /api/v1/internal/geodns/health-view .......... ~ 0.58ms
  2026-06-20 01:54:39 /api/v1/internal/geodns/health-view .......... ~ 0.66ms
  2026-06-20 01:54:48 /api/v1/node/resolver/config ................. ~ 0.35ms
  2026-06-20 01:54:48 /api/v1/node/nodes/heartbeat ................. ~ 0.69ms
  2026-06-20 01:54:54 /api/v1/internal/geodns/health-view .......... ~ 0.20ms
  2026-06-20 01:55:09 /api/v1/internal/geodns/health-view .......... ~ 0.16ms
  2026-06-20 01:55:18 /api/v1/node/resolver/config ................. ~ 0.42ms
  2026-06-20 01:55:18 /api/v1/node/nodes/heartbeat ................. ~ 0.77ms
  2026-06-20 01:55:24 /api/v1/internal/geodns/health-view .......... ~ 0.31ms
  2026-06-20 01:55:39 /api/v1/internal/geodns/health-view ........ ~ 505.95ms
  2026-06-20 01:55:48 /api/v1/node/nodes/heartbeat ................. ~ 0.64ms
  2026-06-20 01:55:48 /api/v1/node/resolver/config ................. ~ 0.73ms
  2026-06-20 01:55:54 /api/v1/internal/geodns/health-view .......... ~ 0.10ms
  2026-06-20 01:56:09 /api/v1/internal/geodns/health-view .......... ~ 1.14ms
  2026-06-20 01:56:18 /api/v1/node/nodes/heartbeat ................. ~ 0.14ms
  2026-06-20 01:56:18 /api/v1/node/resolver/config ............... ~ 510.36ms
  2026-06-20 01:56:24 /api/v1/internal/geodns/health-view .......... ~ 0.05ms
  2026-06-20 01:56:39 /api/v1/internal/geodns/health-view .......... ~ 0.87ms
  2026-06-20 01:56:48 /api/v1/node/resolver/config ............... ~ 510.52ms
  2026-06-20 01:56:48 /api/v1/node/nodes/heartbeat ............... ~ 510.74ms
  2026-06-20 01:56:54 /api/v1/internal/geodns/health-view .......... ~ 0.46ms
  2026-06-20 01:57:09 /api/v1/internal/geodns/health-view .......... ~ 0.24ms
  2026-06-20 01:57:18 /api/v1/node/resolver/config ................. ~ 0.42ms
  2026-06-20 01:57:18 /api/v1/node/nodes/heartbeat ................. ~ 0.62ms
  2026-06-20 01:57:24 /api/v1/internal/geodns/health-view .......... ~ 0.93ms
  2026-06-20 01:57:39 /api/v1/internal/geodns/health-view ........ ~ 500.91ms
  2026-06-20 01:57:48 /api/v1/node/nodes/heartbeat ................. ~ 0.21ms
  2026-06-20 01:57:48 /api/v1/node/resolver/config ................. ~ 0.31ms
  2026-06-20 01:57:54 /api/v1/internal/geodns/health-view .......... ~ 0.11ms
  2026-06-20 01:58:09 /api/v1/internal/geodns/health-view .......... ~ 0.37ms
  2026-06-20 01:58:18 /api/v1/node/resolver/config ................. ~ 0.65ms
  2026-06-20 01:58:18 /api/v1/node/nodes/heartbeat ................. ~ 0.75ms
  2026-06-20 01:58:24 /api/v1/internal/geodns/health-view .......... ~ 0.11ms
  2026-06-20 01:58:39 /api/v1/internal/geodns/health-view .......... ~ 0.55ms
  2026-06-20 01:58:48 /api/v1/node/resolver/config ................. ~ 0.20ms
  2026-06-20 01:58:48 /api/v1/node/nodes/heartbeat ............... ~ 505.64ms
  2026-06-20 01:58:54 /api/v1/internal/geodns/health-view .......... ~ 0.04ms
  2026-06-20 01:59:09 /api/v1/internal/geodns/health-view .......... ~ 0.29ms
  2026-06-20 01:59:18 /api/v1/node/resolver/config ............... ~ 510.43ms
  2026-06-20 01:59:18 /api/v1/node/nodes/heartbeat ............... ~ 510.85ms
  2026-06-20 01:59:24 /api/v1/internal/geodns/health-view .......... ~ 0.12ms
  2026-06-20 01:59:39 /api/v1/internal/geodns/health-view .......... ~ 0.25ms
  2026-06-20 01:59:48 /api/v1/node/resolver/config ................. ~ 1.01ms
  2026-06-20 01:59:48 /api/v1/node/nodes/heartbeat ................. ~ 1.38ms
  2026-06-20 01:59:54 /api/v1/internal/geodns/health-view .......... ~ 0.11ms
  2026-06-20 02:00:09 /api/v1/internal/geodns/health-view ........ ~ 510.68ms
  2026-06-20 02:00:18 /api/v1/node/nodes/heartbeat ................. ~ 0.44ms
  2026-06-20 02:00:18 /api/v1/node/resolver/config ................. ~ 0.66ms
  2026-06-20 02:00:24 /api/v1/internal/geodns/health-view .......... ~ 0.45ms
  2026-06-20 02:00:39 /api/v1/internal/geodns/health-view .......... ~ 0.47ms
  2026-06-20 02:00:48 /api/v1/node/resolver/config ................. ~ 0.21ms
  2026-06-20 02:00:48 /api/v1/node/nodes/heartbeat ................. ~ 0.33ms
  2026-06-20 02:00:54 /api/v1/internal/geodns/health-view .......... ~ 0.15ms
  2026-06-20 02:01:09 /api/v1/internal/geodns/health-view .......... ~ 0.89ms
  2026-06-20 02:01:18 /api/v1/node/resolver/config ................. ~ 0.20ms
  2026-06-20 02:01:18 /api/v1/node/nodes/heartbeat ............... ~ 503.88ms
  2026-06-20 02:01:24 /api/v1/internal/geodns/health-view .......... ~ 0.04ms
  2026-06-20 02:01:39 /api/v1/internal/geodns/health-view .......... ~ 0.40ms
  2026-06-20 02:01:48 /api/v1/node/resolver/config ............... ~ 502.63ms
  2026-06-20 02:01:48 /api/v1/node/nodes/heartbeat ............... ~ 503.20ms
  2026-06-20 02:01:54 /api/v1/internal/geodns/health-view ........ ~ 508.54ms
  2026-06-20 02:02:09 /api/v1/internal/geodns/health-view .......... ~ 0.67ms
  2026-06-20 02:02:18 /api/v1/node/resolver/config ................. ~ 1.03ms
  2026-06-20 02:02:18 /api/v1/node/nodes/heartbeat ................. ~ 1.36ms
  2026-06-20 02:02:24 /api/v1/internal/geodns/health-view .......... ~ 0.39ms
  2026-06-20 02:02:39 /api/v1/internal/geodns/health-view ........ ~ 511.39ms
  2026-06-20 02:02:48 /api/v1/node/resolver/config ................. ~ 0.92ms
  2026-06-20 02:02:48 /api/v1/node/nodes/heartbeat ................. ~ 1.26ms
  2026-06-20 02:02:54 /api/v1/internal/geodns/health-view .......... ~ 0.12ms
  2026-06-20 02:03:09 /api/v1/internal/geodns/health-view ........ ~ 510.65ms
  2026-06-20 02:03:18 /api/v1/node/nodes/heartbeat ................. ~ 0.27ms
  2026-06-20 02:03:18 /api/v1/node/resolver/config ................. ~ 0.36ms
  2026-06-20 02:03:24 /api/v1/internal/geodns/health-view .......... ~ 0.13ms
  2026-06-20 02:03:39 /api/v1/internal/geodns/health-view .......... ~ 0.51ms
  2026-06-20 02:03:48 /api/v1/node/resolver/config ................. ~ 0.67ms
  2026-06-20 02:03:48 /api/v1/node/nodes/heartbeat ................. ~ 0.77ms
  2026-06-20 02:03:54 /api/v1/internal/geodns/health-view .......... ~ 0.09ms
  2026-06-20 02:04:09 /api/v1/internal/geodns/health-view .......... ~ 0.17ms
  2026-06-20 02:04:18 /api/v1/node/resolver/config ................. ~ 0.05ms
  2026-06-20 02:04:18 /api/v1/node/nodes/heartbeat ................. ~ 0.17ms
  2026-06-20 02:04:24 /api/v1/internal/geodns/health-view .......... ~ 0.05ms
  2026-06-20 02:04:39 /api/v1/internal/geodns/health-view .......... ~ 0.20ms
  2026-06-20 02:04:48 /api/v1/node/nodes/heartbeat ............... ~ 503.83ms
  2026-06-20 02:04:48 /api/v1/node/resolver/config ............... ~ 504.02ms
  2026-06-20 02:04:54 /api/v1/internal/geodns/health-view .......... ~ 0.24ms
  2026-06-20 02:05:09 /api/v1/internal/geodns/health-view .......... ~ 0.17ms
  2026-06-20 02:05:18 /api/v1/node/resolver/config ................. ~ 0.37ms
  2026-06-20 02:05:18 /api/v1/node/nodes/heartbeat ................. ~ 0.84ms
  2026-06-20 02:05:24 /api/v1/internal/geodns/health-view .......... ~ 0.54ms
  2026-06-20 02:05:39 /api/v1/internal/geodns/health-view .......... ~ 0.18ms
  2026-06-20 02:05:48 /api/v1/node/resolver/config ................. ~ 0.12ms
  2026-06-20 02:05:48 /api/v1/node/nodes/heartbeat ................. ~ 0.02ms
  2026-06-20 02:05:54 /api/v1/internal/geodns/health-view .......... ~ 0.27ms
  2026-06-20 02:06:09 /api/v1/internal/geodns/health-view ........ ~ 509.16ms
  2026-06-20 02:06:18 /api/v1/node/nodes/heartbeat ................. ~ 0.93ms
  2026-06-20 02:06:18 /api/v1/node/resolver/config ................. ~ 1.10ms
  2026-06-20 02:06:24 /api/v1/internal/geodns/health-view .......... ~ 0.20ms
  2026-06-20 02:06:39 /api/v1/internal/geodns/health-view .......... ~ 0.47ms
  2026-06-20 02:06:48 /api/v1/node/resolver/config ................. ~ 0.16ms
  2026-06-20 02:06:48 /api/v1/node/nodes/heartbeat ................. ~ 0.24ms
  2026-06-20 02:06:54 /api/v1/internal/geodns/health-view .......... ~ 0.07ms
  2026-06-20 02:07:09 /api/v1/internal/geodns/health-view .......... ~ 0.41ms
  2026-06-20 02:07:18 /api/v1/node/resolver/config ............... ~ 503.72ms
  2026-06-20 02:07:18 /api/v1/node/nodes/heartbeat ............... ~ 504.18ms
  2026-06-20 02:07:24 /api/v1/internal/geodns/health-view ........ ~ 501.17ms
  2026-06-20 02:07:39 /api/v1/internal/geodns/health-view .......... ~ 0.91ms
  2026-06-20 02:07:48 /api/v1/node/nodes/heartbeat ............... ~ 510.37ms
  2026-06-20 02:07:48 /api/v1/node/resolver/config ............... ~ 510.50ms
  2026-06-20 02:07:54 /api/v1/internal/geodns/health-view .......... ~ 0.32ms
  2026-06-20 02:08:09 /api/v1/internal/geodns/health-view .......... ~ 0.18ms
  2026-06-20 02:08:18 /api/v1/node/nodes/heartbeat ................. ~ 0.68ms
  2026-06-20 02:08:18 /api/v1/node/resolver/config ................. ~ 1.03ms
  2026-06-20 02:08:24 /api/v1/internal/geodns/health-view .......... ~ 0.18ms
  2026-06-20 02:08:39 /api/v1/internal/geodns/health-view ........ ~ 501.17ms
  2026-06-20 02:08:48 /api/v1/node/resolver/config ................. ~ 0.23ms
  2026-06-20 02:08:48 /api/v1/node/nodes/heartbeat ................. ~ 0.01ms
  2026-06-20 02:08:54 /api/v1/internal/geodns/health-view .......... ~ 0.34ms
  2026-06-20 02:09:09 /api/v1/internal/geodns/health-view .......... ~ 0.69ms
  2026-06-20 02:09:18 /api/v1/node/resolver/config ................. ~ 0.06ms
  2026-06-20 02:09:18 /api/v1/node/nodes/heartbeat ................. ~ 0.15ms
  2026-06-20 02:09:24 /api/v1/internal/geodns/health-view .......... ~ 0.11ms
  2026-06-20 02:09:39 /api/v1/internal/geodns/health-view .......... ~ 0.20ms
  2026-06-20 02:09:48 /api/v1/node/resolver/config ................. ~ 0.21ms
  2026-06-20 02:09:48 /api/v1/node/nodes/heartbeat ................. ~ 0.01ms
  2026-06-20 02:09:54 /api/v1/internal/geodns/health-view .......... ~ 0.04ms
  2026-06-20 02:10:09 /api/v1/internal/geodns/health-view .......... ~ 0.93ms
  2026-06-20 02:10:18 /api/v1/node/resolver/config ................. ~ 0.05ms
  2026-06-20 02:10:18 /api/v1/node/nodes/heartbeat ............... ~ 508.18ms
  2026-06-20 02:10:24 /api/v1/internal/geodns/health-view ........ ~ 505.96ms
  2026-06-20 02:10:39 /api/v1/internal/geodns/health-view .......... ~ 0.24ms
  2026-06-20 02:10:48 /api/v1/node/resolver/config ............... ~ 505.32ms
  2026-06-20 02:10:48 /api/v1/node/nodes/heartbeat ............... ~ 505.57ms
  2026-06-20 02:10:54 /api/v1/internal/geodns/health-view .......... ~ 0.47ms
  2026-06-20 02:11:09 /api/v1/internal/geodns/health-view .......... ~ 0.18ms
  2026-06-20 02:11:18 /api/v1/node/nodes/heartbeat ................. ~ 1.01ms
  2026-06-20 02:11:18 /api/v1/node/resolver/config ................. ~ 1.58ms
  2026-06-20 02:11:24 /api/v1/internal/geodns/health-view .......... ~ 0.09ms
  2026-06-20 02:11:39 /api/v1/internal/geodns/health-view ........ ~ 504.89ms
  2026-06-20 02:11:48 /api/v1/node/resolver/config ................. ~ 0.24ms
  2026-06-20 02:11:48 /api/v1/node/nodes/heartbeat ................. ~ 0.44ms
  2026-06-20 02:11:54 /api/v1/internal/geodns/health-view .......... ~ 0.11ms
  2026-06-20 02:12:09 /api/v1/internal/geodns/health-view .......... ~ 0.48ms
  2026-06-20 02:12:18 /api/v1/node/resolver/config ................. ~ 0.68ms
  2026-06-20 02:12:18 /api/v1/node/nodes/heartbeat ................. ~ 0.77ms
  2026-06-20 02:12:24 /api/v1/internal/geodns/health-view .......... ~ 0.19ms
  2026-06-20 02:12:39 /api/v1/internal/geodns/health-view .......... ~ 0.87ms
  2026-06-20 02:12:48 /api/v1/node/nodes/heartbeat ............... ~ 509.73ms
  2026-06-20 02:12:48 /api/v1/node/resolver/config ................. ~ 0.05ms
  2026-06-20 02:12:54 /api/v1/internal/geodns/health-view ........ ~ 507.88ms
  2026-06-20 02:13:09 /api/v1/internal/geodns/health-view .......... ~ 0.71ms
  2026-06-20 02:13:18 /api/v1/node/resolver/config ................. ~ 0.63ms
  2026-06-20 02:13:18 /api/v1/node/nodes/heartbeat ................. ~ 0.92ms
  2026-06-20 02:13:24 /api/v1/internal/geodns/health-view .......... ~ 0.46ms
  2026-06-20 02:13:39 /api/v1/internal/geodns/health-view .......... ~ 0.17ms
  2026-06-20 02:13:48 /api/v1/node/resolver/config ................. ~ 0.65ms
  2026-06-20 02:13:48 /api/v1/node/nodes/heartbeat ................. ~ 0.87ms
  2026-06-20 02:13:54 /api/v1/internal/geodns/health-view .......... ~ 0.30ms
  2026-06-20 02:14:09 /api/v1/internal/geodns/health-view ........ ~ 510.42ms
  2026-06-20 02:14:18 /api/v1/node/nodes/heartbeat ................. ~ 0.15ms
  2026-06-20 02:14:18 /api/v1/node/resolver/config ................. ~ 0.38ms
  2026-06-20 02:14:24 /api/v1/internal/geodns/health-view .......... ~ 0.08ms
  2026-06-20 02:14:39 /api/v1/internal/geodns/health-view .......... ~ 0.23ms
  2026-06-20 02:14:48 /api/v1/node/resolver/config ................. ~ 0.05ms
  2026-06-20 02:14:48 /api/v1/node/nodes/heartbeat ................. ~ 0.13ms
  2026-06-20 02:14:54 /api/v1/internal/geodns/health-view .......... ~ 0.27ms
  2026-06-20 02:15:09 /api/v1/internal/geodns/health-view .......... ~ 0.37ms
  2026-06-20 02:15:18 /api/v1/node/resolver/config ............... ~ 510.54ms
  2026-06-20 02:15:18 /api/v1/node/nodes/heartbeat ............... ~ 510.82ms
  2026-06-20 02:15:24 /api/v1/internal/geodns/health-view .......... ~ 0.09ms
  2026-06-20 02:15:39 /api/v1/internal/geodns/health-view .......... ~ 0.24ms
  2026-06-20 02:15:48 /api/v1/node/resolver/config ................. ~ 0.16ms
  2026-06-20 02:15:48 /api/v1/node/nodes/heartbeat ................. ~ 0.34ms
  2026-06-20 02:15:54 /api/v1/internal/geodns/health-view .......... ~ 0.99ms
  2026-06-20 02:16:09 /api/v1/internal/geodns/health-view .......... ~ 0.17ms
  2026-06-20 02:16:18 /api/v1/node/resolver/config ................. ~ 0.90ms
  2026-06-20 02:16:18 /api/v1/node/nodes/heartbeat ................. ~ 1.23ms
  2026-06-20 02:16:24 /api/v1/internal/geodns/health-view .......... ~ 0.85ms
  2026-06-20 02:16:39 /api/v1/internal/geodns/health-view ........ ~ 501.25ms
  2026-06-20 02:16:48 /api/v1/node/resolver/config ................. ~ 0.86ms
  2026-06-20 02:16:48 /api/v1/node/nodes/heartbeat ................. ~ 1.10ms
  2026-06-20 02:16:54 /api/v1/internal/geodns/health-view .......... ~ 0.56ms
  2026-06-20 02:17:09 /api/v1/internal/geodns/health-view .......... ~ 0.98ms
  2026-06-20 02:17:18 /api/v1/node/resolver/config ................. ~ 0.26ms
  2026-06-20 02:17:18 /api/v1/node/nodes/heartbeat ................. ~ 0.37ms
  2026-06-20 02:17:24 /api/v1/internal/geodns/health-view .......... ~ 0.66ms
  2026-06-20 02:17:39 /api/v1/internal/geodns/health-view .......... ~ 0.37ms
  2026-06-20 02:17:48 /api/v1/node/resolver/config ................. ~ 0.26ms
  2026-06-20 02:17:48 /api/v1/node/nodes/heartbeat ............... ~ 501.13ms
