
   INFO  Server running on [http://0.0.0.0:8081].  

  Press Ctrl+C to stop the server
  2026-06-20 04:48:24 /api/v1/internal/geodns/health-view .......... ~ 0.76ms
  2026-06-20 04:48:39 /api/v1/internal/geodns/health-view .......... ~ 0.90ms
  2026-06-20 04:48:48 /api/v1/node/nodes/heartbeat ................. ~ 0.19ms
  2026-06-20 04:48:48 /api/v1/node/resolver/config ................. ~ 0.29ms
  2026-06-20 04:48:54 /api/v1/internal/geodns/health-view .......... ~ 0.08ms
  2026-06-20 04:49:09 /api/v1/internal/geodns/health-view .......... ~ 0.37ms
  2026-06-20 04:49:18 /api/v1/node/resolver/config ............... ~ 501.66ms
  2026-06-20 04:49:18 /api/v1/node/nodes/heartbeat ............... ~ 501.87ms
  2026-06-20 04:49:24 /api/v1/internal/geodns/health-view .......... ~ 0.12ms
  2026-06-20 04:49:39 /api/v1/internal/geodns/health-view .......... ~ 0.78ms
  2026-06-20 04:49:48 /api/v1/node/resolver/config ................. ~ 0.46ms
  2026-06-20 04:49:48 /api/v1/node/nodes/heartbeat ................. ~ 0.69ms
  2026-06-20 04:49:54 /api/v1/internal/geodns/health-view .......... ~ 0.24ms
  2026-06-20 04:50:09 /api/v1/internal/geodns/health-view ........ ~ 508.41ms
  2026-06-20 04:50:18 /api/v1/node/resolver/config ............... ~ 510.43ms
  2026-06-20 04:50:18 /api/v1/node/nodes/heartbeat ............... ~ 510.54ms
  2026-06-20 04:50:24 /api/v1/internal/geodns/health-view .......... ~ 0.11ms
  2026-06-20 04:50:39 /api/v1/internal/geodns/health-view .......... ~ 0.66ms
  2026-06-20 04:50:48 /api/v1/node/resolver/config ................. ~ 0.69ms
  2026-06-20 04:50:48 /api/v1/node/nodes/heartbeat ................. ~ 0.78ms
  2026-06-20 04:50:54 /api/v1/internal/geodns/health-view .......... ~ 0.36ms
  2026-06-20 04:51:09 /api/v1/internal/geodns/health-view .......... ~ 0.41ms
  2026-06-20 04:51:18 /api/v1/node/resolver/config ................. ~ 0.22ms
  2026-06-20 04:51:18 /api/v1/node/nodes/heartbeat ................. ~ 0.32ms
  2026-06-20 04:51:24 /api/v1/internal/geodns/health-view .......... ~ 0.05ms
  2026-06-20 04:51:39 /api/v1/internal/geodns/health-view .......... ~ 0.91ms
  2026-06-20 04:51:48 /api/v1/node/nodes/heartbeat ................. ~ 0.05ms
  2026-06-20 04:51:48 /api/v1/node/resolver/config ............... ~ 510.49ms
  2026-06-20 04:51:54 /api/v1/internal/geodns/health-view ........ ~ 508.39ms
  2026-06-20 04:52:09 /api/v1/internal/geodns/health-view .......... ~ 0.70ms
  2026-06-20 04:52:18 /api/v1/node/resolver/config ............... ~ 511.19ms
  2026-06-20 04:52:18 /api/v1/node/nodes/heartbeat ............... ~ 511.63ms
  2026-06-20 04:52:24 /api/v1/internal/geodns/health-view .......... ~ 0.83ms
  2026-06-20 04:52:39 /api/v1/internal/geodns/health-view .......... ~ 0.18ms
  2026-06-20 04:52:48 /api/v1/node/resolver/config ................. ~ 0.92ms
  2026-06-20 04:52:48 /api/v1/node/nodes/heartbeat ................. ~ 1.15ms
  2026-06-20 04:52:54 /api/v1/internal/geodns/health-view .......... ~ 0.28ms
  2026-06-20 04:53:09 /api/v1/internal/geodns/health-view .......... ~ 0.17ms
  2026-06-20 04:53:18 /api/v1/node/resolver/config ................. ~ 0.51ms
  2026-06-20 04:53:18 /api/v1/node/nodes/heartbeat ................. ~ 1.07ms
  2026-06-20 04:53:24 /api/v1/internal/geodns/health-view .......... ~ 1.14ms
  2026-06-20 04:53:39 /api/v1/internal/geodns/health-view ........ ~ 504.78ms
  2026-06-20 04:53:48 /api/v1/node/resolver/config ................. ~ 0.24ms
  2026-06-20 04:53:48 /api/v1/node/nodes/heartbeat ................. ~ 0.34ms
  2026-06-20 04:53:54 /api/v1/internal/geodns/health-view .......... ~ 0.10ms
  2026-06-20 04:54:09 /api/v1/internal/geodns/health-view .......... ~ 0.42ms
  2026-06-20 04:54:18 /api/v1/node/resolver/config ................. ~ 0.08ms
  2026-06-20 04:54:18 /api/v1/node/nodes/heartbeat ................. ~ 0.16ms
  2026-06-20 04:54:24 /api/v1/internal/geodns/health-view .......... ~ 0.21ms
  2026-06-20 04:54:39 /api/v1/internal/geodns/health-view .......... ~ 0.41ms
  2026-06-20 04:54:48 /api/v1/node/resolver/config ............... ~ 505.53ms
  2026-06-20 04:54:48 /api/v1/node/nodes/heartbeat ............... ~ 505.85ms
  2026-06-20 04:54:54 /api/v1/internal/geodns/health-view ........ ~ 500.90ms
  2026-06-20 04:55:09 /api/v1/internal/geodns/health-view .......... ~ 0.69ms
  2026-06-20 04:55:18 /api/v1/node/resolver/config ................. ~ 0.92ms
  2026-06-20 04:55:18 /api/v1/node/nodes/heartbeat ................. ~ 1.15ms
  2026-06-20 04:55:24 /api/v1/internal/geodns/health-view .......... ~ 0.83ms
  2026-06-20 04:55:39 /api/v1/internal/geodns/health-view ........ ~ 503.64ms
  2026-06-20 04:55:48 /api/v1/node/nodes/heartbeat ................. ~ 0.33ms
  2026-06-20 04:55:48 /api/v1/node/resolver/config ................. ~ 0.53ms
  2026-06-20 04:55:54 /api/v1/internal/geodns/health-view .......... ~ 0.14ms
  2026-06-20 04:56:09 /api/v1/internal/geodns/health-view .......... ~ 0.79ms
  2026-06-20 04:56:18 /api/v1/node/resolver/config ................. ~ 0.25ms
  2026-06-20 04:56:18 /api/v1/node/nodes/heartbeat ................. ~ 0.37ms
  2026-06-20 04:56:24 /api/v1/internal/geodns/health-view .......... ~ 0.12ms
  2026-06-20 04:56:39 /api/v1/internal/geodns/health-view .......... ~ 0.98ms
  2026-06-20 04:56:48 /api/v1/node/resolver/config ................. ~ 0.19ms
  2026-06-20 04:56:48 /api/v1/node/nodes/heartbeat ................. ~ 0.30ms
  2026-06-20 04:56:54 /api/v1/internal/geodns/health-view .......... ~ 0.04ms
  2026-06-20 04:57:09 /api/v1/internal/geodns/health-view .......... ~ 0.65ms
  2026-06-20 04:57:18 /api/v1/node/nodes/heartbeat ............... ~ 511.18ms
  2026-06-20 04:57:18 /api/v1/node/resolver/config ............... ~ 511.39ms
  2026-06-20 04:57:24 /api/v1/internal/geodns/health-view .......... ~ 1.01ms
  2026-06-20 04:57:39 /api/v1/internal/geodns/health-view .......... ~ 0.19ms
  2026-06-20 04:57:48 /api/v1/node/nodes/heartbeat ................. ~ 1.01ms
  2026-06-20 04:57:48 /api/v1/node/resolver/config ................. ~ 1.22ms
  2026-06-20 04:57:54 /api/v1/internal/geodns/health-view .......... ~ 0.27ms
  2026-06-20 04:58:09 /api/v1/internal/geodns/health-view ........ ~ 505.22ms
  2026-06-20 04:58:18 /api/v1/node/nodes/heartbeat ............... ~ 505.66ms
  2026-06-20 04:58:18 /api/v1/node/resolver/config ............... ~ 505.74ms
  2026-06-20 04:58:24 /api/v1/internal/geodns/health-view .......... ~ 0.15ms
  2026-06-20 04:58:39 /api/v1/internal/geodns/health-view .......... ~ 0.58ms
  2026-06-20 04:58:48 /api/v1/node/resolver/config ................. ~ 0.20ms
  2026-06-20 04:58:48 /api/v1/node/nodes/heartbeat ................. ~ 0.30ms
  2026-06-20 04:58:54 /api/v1/internal/geodns/health-view .......... ~ 0.26ms
  2026-06-20 04:59:09 /api/v1/internal/geodns/health-view .......... ~ 0.37ms
  2026-06-20 04:59:18 /api/v1/node/resolver/config ............... ~ 510.42ms
  2026-06-20 04:59:18 /api/v1/node/nodes/heartbeat ............... ~ 510.63ms
  2026-06-20 04:59:24 /api/v1/internal/geodns/health-view ........ ~ 509.80ms
  2026-06-20 04:59:39 /api/v1/internal/geodns/health-view .......... ~ 0.99ms
  2026-06-20 04:59:48 /api/v1/node/nodes/heartbeat ................. ~ 0.50ms
  2026-06-20 04:59:48 /api/v1/node/resolver/config ................. ~ 1.05ms
  2026-06-20 04:59:54 /api/v1/internal/geodns/health-view .......... ~ 0.24ms
  2026-06-20 05:00:09 /api/v1/internal/geodns/health-view .......... ~ 0.15ms
  2026-06-20 05:00:18 /api/v1/node/nodes/heartbeat ................. ~ 0.87ms
  2026-06-20 05:00:18 /api/v1/node/resolver/config ................. ~ 1.19ms
  2026-06-20 05:00:24 /api/v1/internal/geodns/health-view .......... ~ 0.32ms
  2026-06-20 05:00:39 /api/v1/internal/geodns/health-view ........ ~ 505.45ms
  2026-06-20 05:00:48 /api/v1/node/resolver/config ................. ~ 0.51ms
  2026-06-20 05:00:48 /api/v1/node/nodes/heartbeat ................. ~ 0.61ms
  2026-06-20 05:00:54 /api/v1/internal/geodns/health-view .......... ~ 0.65ms
  2026-06-20 05:01:09 /api/v1/internal/geodns/health-view .......... ~ 0.17ms
  2026-06-20 05:01:18 /api/v1/node/nodes/heartbeat ................. ~ 0.35ms
  2026-06-20 05:01:18 /api/v1/node/resolver/config ................. ~ 0.45ms
  2026-06-20 05:01:24 /api/v1/internal/geodns/health-view .......... ~ 0.29ms
  2026-06-20 05:01:39 /api/v1/internal/geodns/health-view .......... ~ 1.12ms
  2026-06-20 05:01:48 /api/v1/node/nodes/heartbeat ................. ~ 0.18ms
  2026-06-20 05:01:48 /api/v1/node/resolver/config ............... ~ 514.17ms
  2026-06-20 05:01:54 /api/v1/internal/geodns/health-view .......... ~ 0.08ms
  2026-06-20 05:02:09 /api/v1/internal/geodns/health-view .......... ~ 0.76ms
  2026-06-20 05:02:18 /api/v1/node/resolver/config ............... ~ 504.16ms
  2026-06-20 05:02:18 /api/v1/node/nodes/heartbeat ............... ~ 504.44ms
  2026-06-20 05:02:24 /api/v1/internal/geodns/health-view .......... ~ 0.13ms
  2026-06-20 05:02:39 /api/v1/internal/geodns/health-view .......... ~ 0.20ms
  2026-06-20 05:02:48 /api/v1/node/resolver/config ................. ~ 0.48ms
  2026-06-20 05:02:48 /api/v1/node/nodes/heartbeat ................. ~ 0.03ms
  2026-06-20 05:02:54 /api/v1/internal/geodns/health-view .......... ~ 0.21ms
  2026-06-20 05:03:09 /api/v1/internal/geodns/health-view .......... ~ 0.15ms
  2026-06-20 05:03:18 /api/v1/node/resolver/config ................. ~ 0.36ms
  2026-06-20 05:03:18 /api/v1/node/nodes/heartbeat ................. ~ 0.59ms
  2026-06-20 05:03:24 /api/v1/internal/geodns/health-view .......... ~ 0.57ms
  2026-06-20 05:03:39 /api/v1/internal/geodns/health-view .......... ~ 0.99ms
  2026-06-20 05:03:48 /api/v1/node/resolver/config ................. ~ 1.25ms
  2026-06-20 05:03:48 /api/v1/node/nodes/heartbeat ................. ~ 1.35ms
  2026-06-20 05:03:54 /api/v1/internal/geodns/health-view .......... ~ 0.19ms
  2026-06-20 05:04:09 /api/v1/internal/geodns/health-view .......... ~ 0.36ms
  2026-06-20 05:04:18 /api/v1/node/resolver/config ................. ~ 0.05ms
  2026-06-20 05:04:18 /api/v1/node/nodes/heartbeat ................. ~ 0.17ms
  2026-06-20 05:04:24 /api/v1/internal/geodns/health-view .......... ~ 0.10ms
  2026-06-20 05:04:39 /api/v1/internal/geodns/health-view .......... ~ 0.47ms
  2026-06-20 05:04:48 /api/v1/node/resolver/config ............... ~ 502.38ms
  2026-06-20 05:04:48 /api/v1/node/nodes/heartbeat ............... ~ 502.60ms
  2026-06-20 05:04:54 /api/v1/internal/geodns/health-view ........ ~ 504.73ms
  2026-06-20 05:05:09 /api/v1/internal/geodns/health-view .......... ~ 0.20ms
  2026-06-20 05:05:18 /api/v1/node/resolver/config ................. ~ 0.96ms
  2026-06-20 05:05:18 /api/v1/node/nodes/heartbeat ................. ~ 1.25ms
  2026-06-20 05:05:24 /api/v1/internal/geodns/health-view .......... ~ 0.12ms
  2026-06-20 05:05:39 /api/v1/internal/geodns/health-view .......... ~ 0.17ms
  2026-06-20 05:05:48 /api/v1/node/nodes/heartbeat ................. ~ 0.34ms
  2026-06-20 05:05:48 /api/v1/node/resolver/config ................. ~ 0.54ms
  2026-06-20 05:05:54 /api/v1/internal/geodns/health-view .......... ~ 0.10ms
  2026-06-20 05:06:09 /api/v1/internal/geodns/health-view ........ ~ 506.54ms
  2026-06-20 05:06:18 /api/v1/node/resolver/config ................. ~ 0.70ms
  2026-06-20 05:06:18 /api/v1/node/nodes/heartbeat ................. ~ 0.80ms
  2026-06-20 05:06:24 /api/v1/internal/geodns/health-view .......... ~ 0.93ms
  2026-06-20 05:06:39 /api/v1/internal/geodns/health-view .......... ~ 0.34ms
  2026-06-20 05:06:48 /api/v1/node/nodes/heartbeat ................. ~ 0.57ms
  2026-06-20 05:06:48 /api/v1/node/resolver/config ................. ~ 0.66ms
  2026-06-20 05:06:54 /api/v1/internal/geodns/health-view .......... ~ 0.04ms
  2026-06-20 05:07:09 /api/v1/internal/geodns/health-view .......... ~ 0.90ms
  2026-06-20 05:07:18 /api/v1/node/nodes/heartbeat ................. ~ 0.22ms
  2026-06-20 05:07:18 /api/v1/node/resolver/config ............... ~ 510.58ms
  2026-06-20 05:07:24 /api/v1/internal/geodns/health-view ........ ~ 506.50ms
  2026-06-20 05:07:39 /api/v1/internal/geodns/health-view .......... ~ 0.72ms
  2026-06-20 05:07:48 /api/v1/node/resolver/config ................. ~ 0.78ms
  2026-06-20 05:07:48 /api/v1/node/nodes/heartbeat ................. ~ 0.99ms
  2026-06-20 05:07:54 /api/v1/internal/geodns/health-view .......... ~ 0.30ms
  2026-06-20 05:08:09 /api/v1/internal/geodns/health-view .......... ~ 0.18ms
  2026-06-20 05:08:18 /api/v1/node/resolver/config ................. ~ 0.96ms
  2026-06-20 05:08:18 /api/v1/node/nodes/heartbeat ................. ~ 1.70ms
  2026-06-20 05:08:24 /api/v1/internal/geodns/health-view .......... ~ 0.38ms
  2026-06-20 05:08:39 /api/v1/internal/geodns/health-view ........ ~ 500.56ms
  2026-06-20 05:08:48 /api/v1/node/nodes/heartbeat ................. ~ 0.31ms
  2026-06-20 05:08:48 /api/v1/node/resolver/config ................. ~ 0.52ms
  2026-06-20 05:08:54 /api/v1/internal/geodns/health-view .......... ~ 0.28ms
  2026-06-20 05:09:09 /api/v1/internal/geodns/health-view .......... ~ 1.07ms
  2026-06-20 05:09:18 /api/v1/node/resolver/config ................. ~ 0.07ms
  2026-06-20 05:09:18 /api/v1/node/nodes/heartbeat ................. ~ 0.32ms
  2026-06-20 05:09:24 /api/v1/internal/geodns/health-view .......... ~ 0.12ms
  2026-06-20 05:09:39 /api/v1/internal/geodns/health-view .......... ~ 0.81ms
  2026-06-20 05:09:48 /api/v1/node/nodes/heartbeat ................. ~ 0.19ms
  2026-06-20 05:09:48 /api/v1/node/resolver/config ............... ~ 505.23ms
  2026-06-20 05:09:54 /api/v1/internal/geodns/health-view .......... ~ 0.04ms
  2026-06-20 05:10:09 /api/v1/internal/geodns/health-view .......... ~ 0.87ms
  2026-06-20 05:10:18 /api/v1/node/resolver/config ............... ~ 506.03ms
  2026-06-20 05:10:18 /api/v1/node/nodes/heartbeat ............... ~ 506.37ms
  2026-06-20 05:10:24 /api/v1/internal/geodns/health-view ........ ~ 505.43ms
  2026-06-20 05:10:39 /api/v1/internal/geodns/health-view .......... ~ 0.69ms
  2026-06-20 05:10:48 /api/v1/node/resolver/config ................. ~ 0.37ms
  2026-06-20 05:10:48 /api/v1/node/nodes/heartbeat ................. ~ 0.73ms
  2026-06-20 05:10:54 /api/v1/internal/geodns/health-view .......... ~ 0.18ms
  2026-06-20 05:11:09 /api/v1/internal/geodns/health-view .......... ~ 0.28ms
  2026-06-20 05:11:18 /api/v1/node/resolver/config ................. ~ 0.33ms
  2026-06-20 05:11:18 /api/v1/node/nodes/heartbeat ................. ~ 0.59ms
  2026-06-20 05:11:24 /api/v1/internal/geodns/health-view .......... ~ 0.14ms
  2026-06-20 05:11:39 /api/v1/internal/geodns/health-view ........ ~ 501.08ms
  2026-06-20 05:11:48 /api/v1/node/resolver/config ................. ~ 0.24ms
  2026-06-20 05:11:48 /api/v1/node/nodes/heartbeat ................. ~ 0.36ms
  2026-06-20 05:11:54 /api/v1/internal/geodns/health-view .......... ~ 0.18ms
  2026-06-20 05:12:09 /api/v1/internal/geodns/health-view .......... ~ 0.37ms
  2026-06-20 05:12:18 /api/v1/node/nodes/heartbeat ................. ~ 2.68ms
  2026-06-20 05:12:18 /api/v1/node/resolver/config ................. ~ 2.76ms
  2026-06-20 05:12:24 /api/v1/internal/geodns/health-view .......... ~ 0.11ms
  2026-06-20 05:12:39 /api/v1/internal/geodns/health-view .......... ~ 0.38ms
  2026-06-20 05:12:48 /api/v1/node/resolver/config ................. ~ 0.19ms
  2026-06-20 05:12:48 /api/v1/node/nodes/heartbeat ............... ~ 502.77ms
  2026-06-20 05:12:54 /api/v1/internal/geodns/health-view .......... ~ 0.04ms
  2026-06-20 05:13:09 /api/v1/internal/geodns/health-view .......... ~ 1.01ms
  2026-06-20 05:13:18 /api/v1/node/resolver/config ............... ~ 501.03ms
  2026-06-20 05:13:18 /api/v1/node/nodes/heartbeat ............... ~ 501.44ms
  2026-06-20 05:13:24 /api/v1/internal/geodns/health-view .......... ~ 0.17ms
  2026-06-20 05:13:39 /api/v1/internal/geodns/health-view .......... ~ 0.68ms
  2026-06-20 05:13:48 /api/v1/node/resolver/config ................. ~ 0.45ms
  2026-06-20 05:13:48 /api/v1/node/nodes/heartbeat ................. ~ 0.63ms
  2026-06-20 05:13:54 /api/v1/internal/geodns/health-view .......... ~ 0.18ms
  2026-06-20 05:14:09 /api/v1/internal/geodns/health-view ........ ~ 505.57ms
  2026-06-20 05:14:18 /api/v1/node/nodes/heartbeat ................. ~ 0.16ms
  2026-06-20 05:14:18 /api/v1/node/resolver/config ................. ~ 0.02ms
  2026-06-20 05:14:24 /api/v1/internal/geodns/health-view .......... ~ 0.12ms
  2026-06-20 05:14:39 /api/v1/internal/geodns/health-view ........ ~ 500.84ms
  2026-06-20 05:14:48 /api/v1/node/resolver/config ................. ~ 0.48ms
  2026-06-20 05:14:48 /api/v1/node/nodes/heartbeat ................. ~ 0.72ms
  2026-06-20 05:14:54 /api/v1/internal/geodns/health-view .......... ~ 0.32ms
  2026-06-20 05:15:09 /api/v1/internal/geodns/health-view .......... ~ 1.04ms
  2026-06-20 05:15:18 /api/v1/node/resolver/config ................. ~ 0.67ms
  2026-06-20 05:15:18 /api/v1/node/nodes/heartbeat ................. ~ 0.78ms
  2026-06-20 05:15:24 /api/v1/internal/geodns/health-view .......... ~ 0.74ms
  2026-06-20 05:15:39 /api/v1/internal/geodns/health-view .......... ~ 0.38ms
  2026-06-20 05:15:48 /api/v1/node/nodes/heartbeat ............... ~ 503.89ms
  2026-06-20 05:15:48 /api/v1/node/resolver/config ............... ~ 504.09ms
  2026-06-20 05:15:54 /api/v1/internal/geodns/health-view .......... ~ 0.04ms
  2026-06-20 05:16:09 /api/v1/internal/geodns/health-view .......... ~ 0.30ms
  2026-06-20 05:16:18 /api/v1/node/resolver/config ............... ~ 510.58ms
  2026-06-20 05:16:18 /api/v1/node/nodes/heartbeat ............... ~ 510.95ms
  2026-06-20 05:16:24 /api/v1/internal/geodns/health-view .......... ~ 0.21ms
  2026-06-20 05:16:39 /api/v1/internal/geodns/health-view .......... ~ 0.68ms
  2026-06-20 05:16:48 /api/v1/node/resolver/config ................. ~ 0.78ms
  2026-06-20 05:16:48 /api/v1/node/nodes/heartbeat ................. ~ 1.01ms
  2026-06-20 05:16:54 /api/v1/internal/geodns/health-view .......... ~ 0.49ms
  2026-06-20 05:17:09 /api/v1/internal/geodns/health-view .......... ~ 0.20ms
  2026-06-20 05:17:18 /api/v1/node/nodes/heartbeat ................. ~ 0.90ms
  2026-06-20 05:17:18 /api/v1/node/resolver/config ................. ~ 1.16ms
  2026-06-20 05:17:24 /api/v1/internal/geodns/health-view .......... ~ 0.21ms
  2026-06-20 05:17:39 /api/v1/internal/geodns/health-view ........ ~ 510.56ms
  2026-06-20 05:17:48 /api/v1/node/nodes/heartbeat ................. ~ 0.79ms
  2026-06-20 05:17:48 /api/v1/node/resolver/config ................. ~ 1.06ms
  2026-06-20 05:17:54 /api/v1/internal/geodns/health-view .......... ~ 0.24ms
  2026-06-20 05:18:09 /api/v1/internal/geodns/health-view .......... ~ 0.90ms
  2026-06-20 05:18:18 /api/v1/node/resolver/config ................. ~ 0.30ms
  2026-06-20 05:18:18 /api/v1/node/nodes/heartbeat ................. ~ 0.41ms
  2026-06-20 05:18:24 /api/v1/internal/geodns/health-view .......... ~ 0.05ms
  2026-06-20 05:18:39 /api/v1/internal/geodns/health-view .......... ~ 0.29ms
  2026-06-20 05:18:48 /api/v1/node/nodes/heartbeat ............... ~ 511.54ms
  2026-06-20 05:18:48 /api/v1/node/resolver/config ............... ~ 511.76ms
  2026-06-20 05:18:54 /api/v1/internal/geodns/health-view ........ ~ 500.88ms
  2026-06-20 05:19:09 /api/v1/internal/geodns/health-view .......... ~ 0.53ms
  2026-06-20 05:19:18 /api/v1/node/resolver/config ............... ~ 503.36ms
  2026-06-20 05:19:18 /api/v1/node/nodes/heartbeat ............... ~ 503.67ms
  2026-06-20 05:19:24 /api/v1/internal/geodns/health-view .......... ~ 0.11ms
  2026-06-20 05:19:39 /api/v1/internal/geodns/health-view .......... ~ 0.21ms
  2026-06-20 05:19:48 /api/v1/node/resolver/config ................. ~ 0.39ms
  2026-06-20 05:19:48 /api/v1/node/nodes/heartbeat ................. ~ 0.63ms
  2026-06-20 05:19:54 /api/v1/internal/geodns/health-view .......... ~ 0.40ms
  2026-06-20 05:20:09 /api/v1/internal/geodns/health-view ........ ~ 502.67ms
  2026-06-20 05:20:18 /api/v1/node/nodes/heartbeat ................. ~ 0.72ms
  2026-06-20 05:20:18 /api/v1/node/resolver/config ................. ~ 0.82ms
  2026-06-20 05:20:24 /api/v1/internal/geodns/health-view .......... ~ 0.28ms
  2026-06-20 05:20:39 /api/v1/internal/geodns/health-view .......... ~ 0.48ms
  2026-06-20 05:20:48 /api/v1/node/resolver/config ................. ~ 0.24ms
  2026-06-20 05:20:48 /api/v1/node/nodes/heartbeat ................. ~ 0.31ms
  2026-06-20 05:20:54 /api/v1/internal/geodns/health-view .......... ~ 0.09ms
  2026-06-20 05:21:09 /api/v1/internal/geodns/health-view .......... ~ 0.43ms
  2026-06-20 05:21:18 /api/v1/node/nodes/heartbeat ............... ~ 507.74ms
  2026-06-20 05:21:18 /api/v1/node/resolver/config ............... ~ 507.92ms
  2026-06-20 05:21:24 /api/v1/internal/geodns/health-view .......... ~ 0.04ms
  2026-06-20 05:21:39 /api/v1/internal/geodns/health-view .......... ~ 0.89ms
  2026-06-20 05:21:48 /api/v1/node/nodes/heartbeat ............... ~ 504.35ms
  2026-06-20 05:21:48 /api/v1/node/resolver/config ............... ~ 504.79ms
  2026-06-20 05:21:54 /api/v1/internal/geodns/health-view ........ ~ 509.85ms
  2026-06-20 05:22:09 /api/v1/internal/geodns/health-view .......... ~ 0.65ms
  2026-06-20 05:22:18 /api/v1/node/resolver/config ................. ~ 0.49ms
  2026-06-20 05:22:18 /api/v1/node/nodes/heartbeat ................. ~ 1.33ms
  2026-06-20 05:22:24 /api/v1/internal/geodns/health-view .......... ~ 0.11ms
  2026-06-20 05:22:39 /api/v1/internal/geodns/health-view .......... ~ 0.17ms
  2026-06-20 05:22:48 /api/v1/node/nodes/heartbeat ................. ~ 1.01ms
  2026-06-20 05:22:48 /api/v1/node/resolver/config ................. ~ 1.49ms
  2026-06-20 05:22:54 /api/v1/internal/geodns/health-view .......... ~ 0.45ms
  2026-06-20 05:23:09 /api/v1/internal/geodns/health-view ........ ~ 511.04ms
  2026-06-20 05:23:18 /api/v1/node/resolver/config ................. ~ 0.26ms
  2026-06-20 05:23:18 /api/v1/node/nodes/heartbeat ................. ~ 0.34ms
  2026-06-20 05:23:24 /api/v1/internal/geodns/health-view .......... ~ 0.17ms
  2026-06-20 05:23:39 /api/v1/internal/geodns/health-view .......... ~ 0.19ms
  2026-06-20 05:23:48 /api/v1/node/nodes/heartbeat ................. ~ 0.21ms
  2026-06-20 05:23:48 /api/v1/node/resolver/config ................. ~ 0.30ms
  2026-06-20 05:23:54 /api/v1/internal/geodns/health-view .......... ~ 0.09ms
  2026-06-20 05:24:09 /api/v1/internal/geodns/health-view .......... ~ 0.43ms
  2026-06-20 05:24:18 /api/v1/node/resolver/config ................. ~ 0.06ms
  2026-06-20 05:24:18 /api/v1/node/nodes/heartbeat ................. ~ 0.15ms
  2026-06-20 05:24:24 /api/v1/internal/geodns/health-view .......... ~ 0.08ms
  2026-06-20 05:24:39 /api/v1/internal/geodns/health-view .......... ~ 0.70ms
  2026-06-20 05:24:48 /api/v1/node/nodes/heartbeat ............... ~ 510.45ms
  2026-06-20 05:24:48 /api/v1/node/resolver/config ............... ~ 510.72ms
  2026-06-20 05:24:54 /api/v1/internal/geodns/health-view .......... ~ 1.29ms
  2026-06-20 05:25:09 /api/v1/internal/geodns/health-view .......... ~ 0.18ms
  2026-06-20 05:25:18 /api/v1/node/resolver/config ................. ~ 0.92ms
  2026-06-20 05:25:18 /api/v1/node/nodes/heartbeat ................. ~ 1.17ms
  2026-06-20 05:25:24 /api/v1/internal/geodns/health-view .......... ~ 0.85ms
  2026-06-20 05:25:39 /api/v1/internal/geodns/health-view ........ ~ 510.53ms
  2026-06-20 05:25:48 /api/v1/node/nodes/heartbeat ................. ~ 0.28ms
  2026-06-20 05:25:48 /api/v1/node/resolver/config ................. ~ 0.60ms
  2026-06-20 05:25:54 /api/v1/internal/geodns/health-view .......... ~ 0.10ms
  2026-06-20 05:26:09 /api/v1/internal/geodns/health-view ........ ~ 510.51ms
  2026-06-20 05:26:18 /api/v1/node/resolver/config ................. ~ 0.29ms
  2026-06-20 05:26:18 /api/v1/node/nodes/heartbeat ................. ~ 0.40ms
  2026-06-20 05:26:24 /api/v1/internal/geodns/health-view .......... ~ 0.09ms
  2026-06-20 05:26:39 /api/v1/internal/geodns/health-view .......... ~ 0.19ms
  2026-06-20 05:26:48 /api/v1/node/resolver/config ................. ~ 0.22ms
  2026-06-20 05:26:48 /api/v1/node/nodes/heartbeat ................. ~ 0.31ms
  2026-06-20 05:26:54 /api/v1/internal/geodns/health-view .......... ~ 0.09ms
  2026-06-20 05:27:09 /api/v1/internal/geodns/health-view .......... ~ 0.39ms
  2026-06-20 05:27:18 /api/v1/node/resolver/config ................. ~ 0.21ms
  2026-06-20 05:27:18 /api/v1/node/nodes/heartbeat ................. ~ 0.31ms
  2026-06-20 05:27:24 /api/v1/internal/geodns/health-view .......... ~ 0.22ms
  2026-06-20 05:27:39 /api/v1/internal/geodns/health-view .......... ~ 0.73ms
  2026-06-20 05:27:48 /api/v1/node/nodes/heartbeat ............... ~ 507.23ms
  2026-06-20 05:27:48 /api/v1/node/resolver/config ............... ~ 507.57ms
  2026-06-20 05:27:54 /api/v1/internal/geodns/health-view ........ ~ 507.81ms
  2026-06-20 05:28:09 /api/v1/internal/geodns/health-view .......... ~ 0.74ms
  2026-06-20 05:28:18 /api/v1/node/resolver/config ............... ~ 508.65ms
  2026-06-20 05:28:18 /api/v1/node/nodes/heartbeat ............... ~ 508.83ms
  2026-06-20 05:28:24 /api/v1/internal/geodns/health-view .......... ~ 0.09ms
  2026-06-20 05:28:39 /api/v1/internal/geodns/health-view .......... ~ 0.17ms
  2026-06-20 05:28:48 /api/v1/node/resolver/config ................. ~ 0.76ms
  2026-06-20 05:28:48 /api/v1/node/nodes/heartbeat ................. ~ 0.99ms
  2026-06-20 05:28:54 /api/v1/internal/geodns/health-view .......... ~ 0.10ms
  2026-06-20 05:29:09 /api/v1/internal/geodns/health-view ........ ~ 510.53ms
  2026-06-20 05:29:18 /api/v1/node/resolver/config ................. ~ 0.21ms
  2026-06-20 05:29:18 /api/v1/node/nodes/heartbeat ................. ~ 0.54ms
